variable_matriz,source_id,table_id,original_variable,tipo_original,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,regla_transformacion,is_primary,redundant_with,pct_complete,n_countries_available,fase4_role,included_in_fase4_eda,known_limitations,human_review_status,notes,fuente,tipo,bloque,descripcion_larga
wb_internet_penetration,wb,MATRIZ_COMPLETA,internet_penetration_2018; internet_penetration_2019; internet_penetration_2020; internet_penetration_2021; internet_penetration_2022; internet_penetration_2023; internet_penetration_2024; internet_penetration_2025,count,numeric,count,higher_better,tech_infrastructure_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,95.98,191.0,supporting_context,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_labor_force,wb,MATRIZ_COMPLETA,labor_force_2018; labor_force_2019; labor_force_2020; labor_force_2021; labor_force_2022; labor_force_2023; labor_force_2024; labor_force_2025,count,numeric,count,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,90.95,181.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_mobile_subscriptions_per100,wb,MATRIZ_COMPLETA,mobile_subscriptions_per100_2019; mobile_subscriptions_per100_2020; mobile_subscriptions_per100_2021; mobile_subscriptions_per100_2022; mobile_subscriptions_per100_2018; mobile_subscriptions_per100_2023; mobile_subscriptions_per100_2024,pct,numeric,pct,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.99,197.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_patent_applications_residents,wb,MATRIZ_COMPLETA,patent_applications_residents_2018; patent_applications_residents_2019; patent_applications_residents_2021; patent_applications_residents_2020,count,numeric,count,unknown,tech_infrastructure_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,67.84,135.0,supporting_context,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_political_stability,wb,MATRIZ_COMPLETA,political_stability_2018; political_stability_2019; political_stability_2020; political_stability_2021; political_stability_2022; political_stability_2023; political_stability_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_political_stability_se,wb,MATRIZ_COMPLETA,political_stability_se_2018; political_stability_se_2019; political_stability_se_2020; political_stability_se_2021; political_stability_se_2022; political_stability_se_2023; political_stability_se_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,supporting_context,True,standard_error_not_primary_substantive_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_population,wb,MATRIZ_COMPLETA,population_2018; population_2019; population_2020; population_2021; population_2022; population_2023; population_2024,count,numeric,count,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.99,197.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_rd_expenditure_pct_gdp,wb,MATRIZ_COMPLETA,rd_expenditure_pct_gdp_2021; rd_expenditure_pct_gdp_2022; rd_expenditure_pct_gdp_2018; rd_expenditure_pct_gdp_2019; rd_expenditure_pct_gdp_2020; rd_expenditure_pct_gdp_2023; rd_expenditure_pct_gdp_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,58.79,117.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_regulatory_quality,wb,MATRIZ_COMPLETA,regulatory_quality_2018; regulatory_quality_2019; regulatory_quality_2020; regulatory_quality_2021; regulatory_quality_2022; regulatory_quality_2023; regulatory_quality_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,wipo_regqua_score; oxford_ind_regulatory_quality,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_regulatory_quality_se,wb,MATRIZ_COMPLETA,regulatory_quality_se_2018; regulatory_quality_se_2019; regulatory_quality_se_2020; regulatory_quality_se_2021; regulatory_quality_se_2022; regulatory_quality_se_2023; regulatory_quality_se_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,supporting_context,True,standard_error_not_primary_substantive_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_researchers_rd_per_million,wb,MATRIZ_COMPLETA,researchers_rd_per_million_2021; researchers_rd_per_million_2022; researchers_rd_per_million_2018; researchers_rd_per_million_2019; researchers_rd_per_million_2020; researchers_rd_per_million_2023; researchers_rd_per_million_2024,count,numeric,count,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,54.27,108.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_rule_of_law,wb,MATRIZ_COMPLETA,rule_of_law_2018; rule_of_law_2019; rule_of_law_2020; rule_of_law_2021; rule_of_law_2022; rule_of_law_2023; rule_of_law_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_rule_of_law_se,wb,MATRIZ_COMPLETA,rule_of_law_se_2018; rule_of_law_se_2019; rule_of_law_se_2020; rule_of_law_se_2021; rule_of_law_se_2022; rule_of_law_se_2023; rule_of_law_se_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,supporting_context,True,standard_error_not_primary_substantive_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_secure_servers_per_1m,wb,MATRIZ_COMPLETA,secure_servers_per_1m_2018; secure_servers_per_1m_2019; secure_servers_per_1m_2020; secure_servers_per_1m_2021; secure_servers_per_1m_2022; secure_servers_per_1m_2023; secure_servers_per_1m_2024,count,numeric,count,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_tertiary_education_enrollment,wb,MATRIZ_COMPLETA,tertiary_education_enrollment_2024; tertiary_education_enrollment_2018; tertiary_education_enrollment_2020; tertiary_education_enrollment_2023; tertiary_education_enrollment_2019; tertiary_education_enrollment_2021; tertiary_education_enrollment_2022; tertiary_education_enrollment_2025,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,wipo_tertenrol_score,78.89,157.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_trade_pct_gdp,wb,MATRIZ_COMPLETA,trade_pct_gdp_2018; trade_pct_gdp_2019; trade_pct_gdp_2020; trade_pct_gdp_2021; trade_pct_gdp_2022; trade_pct_gdp_2023; trade_pct_gdp_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,86.43,172.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_unemployment_rate,wb,MATRIZ_COMPLETA,unemployment_rate_2018; unemployment_rate_2019; unemployment_rate_2020; unemployment_rate_2021; unemployment_rate_2022; unemployment_rate_2023; unemployment_rate_2024; unemployment_rate_2025,count,numeric,count,lower_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,90.95,181.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_voice_accountability,wb,MATRIZ_COMPLETA,voice_accountability_2018; voice_accountability_2019; voice_accountability_2020; voice_accountability_2021; voice_accountability_2022; voice_accountability_2023; voice_accountability_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_voice_accountability_se,wb,MATRIZ_COMPLETA,voice_accountability_se_2018; voice_accountability_se_2019; voice_accountability_se_2020; voice_accountability_se_2021; voice_accountability_se_2022; voice_accountability_se_2023; voice_accountability_se_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,supporting_context,True,standard_error_not_primary_substantive_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_appcrea_score,wipo,MATRIZ_GII,AppCrea_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,52.26,104.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_apptarriff_score,wipo,MATRIZ_GII,AppTarriff_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_brandval_score,wipo,MATRIZ_GII,BrandVal_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,56.78,113.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_c_eccomplexity_score,wipo,MATRIZ_GII,c_EcComplexity_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,60.8,121.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_c_hhi_score,wipo,MATRIZ_GII,c_HHI_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,56.28,112.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_c_hitechmanufind2_score,wipo,MATRIZ_GII,c_HiTechManufIND2_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,55.28,110.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_c_htexphkg_score,wipo,MATRIZ_GII,c_HTExpHKG_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_c_scitechart_score,wipo,MATRIZ_GII,c_SciTechArt_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_c_vencapdeal_score,wipo,MATRIZ_GII,c_VenCapDeal_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,47.24,94.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_cctld_score,wipo,MATRIZ_GII,CCTLD_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_citdoc_score,wipo,MATRIZ_GII,CitDoc_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_compsoftspend_score,wipo,MATRIZ_GII,CompSoftSpend_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.81,125.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_costredu_score,wipo,MATRIZ_GII,CostRedu_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.33,130.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_creagoodexp_score,wipo,MATRIZ_GII,CreaGoodExp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_cultservexp_score,wipo,MATRIZ_GII,CultServExp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,56.78,113.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_domcred2priv_score,wipo,MATRIZ_GII,DomCred2Priv_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.33,130.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_dommarksc_score,wipo,MATRIZ_GII,DomMarkSc_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_easecred_score,wipo,MATRIZ_GII,EaseCred_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_easeinsol_score,wipo,MATRIZ_GII,EaseInsol_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_easeprotinv_score,wipo,MATRIZ_GII,EaseProtInv_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_easestartbus_score,wipo,MATRIZ_GII,EaseStartBus_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_elecout_score,wipo,MATRIZ_GII,ElecOut_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_entmedia_score,wipo,MATRIZ_GII,EntMedia_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,31.66,63.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_envperf_score,wipo,MATRIZ_GII,EnvPerf_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.33,130.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_epart_score,wipo,MATRIZ_GII,Epart_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_expedu_score,wipo,MATRIZ_GII,ExpEdu_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,socioeconomic_control,year_2025_if_available,raw_value_no_imputation,True,,57.29,114.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_fdinetinfl_score,wipo,MATRIZ_GII,FDINetInfl_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_femempdeg_score,wipo,MATRIZ_GII,FemEmpDeg_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_firmtrain_score,wipo,MATRIZ_GII,FirmTrain_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,49.25,98.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_gdpener_score,wipo,MATRIZ_GII,GDPEner_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_gentld_score,wipo,MATRIZ_GII,GenTLD_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_gerdfinabr_score,wipo,MATRIZ_GII,GERDFinAbr_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,51.26,102.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_gerdfinbus_score,wipo,MATRIZ_GII,GERDFinBus_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,51.76,103.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_gerdperf_score,wipo,MATRIZ_GII,GERDPerf_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,44.72,89.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_gii_score,wipo,MATRIZ_GII,GII_SCORE_2021; GII_SCORE_2022; GII_SCORE_2023; GII_SCORE_2024; GII_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_goveff_score,wipo,MATRIZ_GII,GovEff_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,False,wb_government_effectiveness; oxford_ind_govt_effectiveness,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_govfundpup_score,wipo,MATRIZ_GII,GovFundPup_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,51.26,102.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_govolserv_score,wipo,MATRIZ_GII,GovOLServ_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_grocap_score,wipo,MATRIZ_GII,GroCap_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,63.32,126.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_hitechimp_score,wipo,MATRIZ_GII,HiTechImp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_ictacc_score,wipo,MATRIZ_GII,ICTAcc_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_ictorgmod_score,wipo,MATRIZ_GII,ICTOrgMod_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.81,125.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_ictservexp_score,wipo,MATRIZ_GII,ICTServExp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_ictsevimp_score,wipo,MATRIZ_GII,ICTSevImp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_ictuse_score,wipo,MATRIZ_GII,ICTUse_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_1_1_score,wipo,MATRIZ_GII,IN_1_1_1_SCORE_2022; IN_1_1_1_SCORE_2023; IN_1_1_1_SCORE_2024; IN_1_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_1_2_score,wipo,MATRIZ_GII,IN_1_1_2_SCORE_2022; IN_1_1_2_SCORE_2023; IN_1_1_2_SCORE_2024; IN_1_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_1_score,wipo,MATRIZ_GII,IN_1_1_SCORE_2022; IN_1_1_SCORE_2023; IN_1_1_SCORE_2024; IN_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_2_1_score,wipo,MATRIZ_GII,IN_1_2_1_SCORE_2022; IN_1_2_1_SCORE_2023; IN_1_2_1_SCORE_2024; IN_1_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_2_2_score,wipo,MATRIZ_GII,IN_1_2_2_SCORE_2022; IN_1_2_2_SCORE_2023; IN_1_2_2_SCORE_2024; IN_1_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_2_3_score,wipo,MATRIZ_GII,IN_1_2_3_SCORE_2022; IN_1_2_3_SCORE_2023,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.83,133.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
